1460508145923, 31.646812, 1004.451660, 18.541656, 0.668111, 168.320081, 1.943999, -2.632055, -13.423088, 3.973582, 0.019388, 0.046359, 0.028638, 0.034962, -0.009873, 0.993796
1460508145984, 31.683388, 1004.443115, 18.104120, 0.733185, 168.421332, 2.125928, -5.285869, -27.316050, 7.621587, 0.019845, 0.048024, 0.017135, 0.033991, -0.011354, 0.996476
1460508146043, 31.683388, 1004.438477, 18.561394, 0.783040, 168.488746, 2.266201, -6.598610, -33.028908, 9.640113, 0.017103, 0.044409, 0.030894, 0.035691, -0.009627, 0.994771
1460508146104, 31.683388, 1004.437256, 18.561394, 0.819905, 168.576391, 2.385748, -6.950650, -35.747417, 10.291501, 0.018931, 0.040061, 0.033558, 0.029378, -0.007158, 1.015728
1460508146170, 31.555368, 1004.432617, 18.406776, 0.870615, 168.666563, 2.575015, -7.010603, -36.642269, 10.933654, 0.060490, 0.165391, 0.037214, 0.052686, -0.012342, 0.999157
1460508146230, 31.555368, 1004.435303, 18.406776, 1.084462, 168.814587, 3.229525, -6.764201, -36.974842, 11.470711, 0.074234, 0.202654, 0.025302, 0.116298, -0.010367, 0.991846
1460508146290, 31.628523, 1004.430420, 17.844231, 1.341893, 168.991215, 3.999805, -6.375776, -37.179878, 10.999752, -0.095769, 0.101845, 0.094850, 0.084249, -0.067386, 1.011829
1460508146351, 31.628523, 1004.435791, 17.844231, 1.189189, 169.344828, 4.142481, -6.207975, -37.246826, 11.059860, -0.153541, -0.125412, 0.064163, 0.030349, 0.024729, 0.970401
1460508146419, 31.646812, 1004.433105, 18.048195, 0.540052, 169.546182, 3.631869, -6.243993, -36.790764, 10.949664, 0.012001, 0.018756, 0.030826, 0.035205, 0.007758, 0.985754
1460508146487, 31.646812, 1004.432373, 18.048195, 0.423536, 169.584158, 3.734850, -6.349316, -36.499313, 10.922002, -0.000222, 0.047401, 0.015463, 0.039575, 0.002667, 1.005493
1460508146547, 31.610233, 1004.433350, 18.449543, 0.377483, 169.607203, 3.875150, -6.218982, -36.118977, 10.305370, 0.038309, 0.048411, 0.047691, 0.045645, -0.000247, 0.987216
1460508146621, 31.610233, 1004.435547, 18.449543, 0.527703, 169.745569, 3.924625, -6.085393, -36.736961, 10.331565, 0.068355, 0.000030, 0.011427, 0.030835, -0.002222, 1.003300
1460508146690, 31.665100, 1004.442383, 18.255447, 0.701543, 169.780403, 3.877469, -6.436157, -36.764301, 10.114056, 0.029015, 0.051616, 0.068202, 0.067982, -0.002962, 0.985266
1460508146756, 31.665100, 1004.446289, 18.255447, 0.796769, 169.815100, 3.969922, -6.400962, -36.753178, 10.593336, 0.102809, -0.003102, 0.012878, 0.055599, -0.002962, 0.985023
1460508146816, 31.701677, 1004.439697, 19.008801, 1.078305, 169.861969, 3.920916, -6.367939, -36.813736, 10.200856, 0.154669, 0.048118, 0.015795, 0.050015, -0.011848, 1.002081
1460508146878, 31.701677, 1004.444092, 19.008801, 1.486603, 169.894877, 4.018193, -6.233692, -37.170296, 10.476430, 0.095285, 0.099797, 0.013440, 0.036904, -0.025177, 1.001838
1460508146946, 31.646812, 1004.434326, 18.005428, 1.836800, 169.942907, 4.202885, -6.209048, -37.521553, 10.678200, 0.052332, -0.045251, 0.036394, 0.061669, -0.027892, 1.015485
1460508147029, 31.646812, 1004.433594, 18.005428, 1.919074, 170.013080, 3.999147, -5.888142, -37.516315, 10.773652, -0.021591, 0.024377, 0.042844, 0.035205, -0.028633, 1.047165
1460508147113, 31.793121, 1004.437012, 17.775146, 1.699188, 170.114262, 3.698290, -6.064069, -37.773319, 11.090721, -0.267810, 0.004486, -0.016606, 0.000243, -0.015551, 0.832712
1460508147196, 31.701677, 1004.439209, 18.528496, 0.784112, 170.059717, 3.573004, -6.170440, -37.656830, 10.998133, 0.302280, -0.185399, 0.057703, 0.050258, -0.015551, 1.007443
1460508147292, 31.701677, 1004.444336, 18.528496, 2.172557, 170.295139, 3.530051, -6.556503, -38.154385, 11.429510, -0.069432, 0.140803, 0.013416, 0.041760, -0.018266, 0.968451
1460508147402, 31.719967, 1004.446777, 18.281765, 1.998115, 170.224365, 4.040277, -6.622080, -38.419483, 11.603601, 0.027479, 0.004557, -0.001098, 0.051472, -0.032829, 0.996720
1460508147476, 31.756542, 1004.445068, 17.301422, 2.105620, 170.169792, 3.861922, -6.744378, -38.144737, 11.622527, 0.009262, -0.003468, 0.026240, 0.037390, -0.044677, 1.038880
1460508147534, 31.756542, 1004.447021, 17.301422, 2.153274, 170.238449, 3.791828, -6.615523, -38.293182, 10.833363, 0.178241, -0.016084, 0.028641, 0.041275, -0.029867, 1.206056
1460508147618, 31.683388, 1004.445801, 18.712723, 1.749376, 170.496603, 3.623349, -6.996531, -38.605534, 11.100082, -0.763713, -0.039297, 0.242443, 0.100516, 0.042428, 1.424164
1460508147686, 31.683388, 1004.443604, 18.712723, 357.883477, 171.021885, 3.479172, -7.264499, -37.420250, 10.633273, -1.313492, -0.161164, 0.179219, -0.076469, -0.000247, 0.489831
1460508147746, 31.719967, 1004.444336, 18.883789, 353.849515, 171.222611, 2.451486, -8.341460, -35.044888, 8.787918, -0.434457, -0.103132, 0.151730, 0.046373, 0.050671, 0.294142
1460508147804, 31.719967, 1004.443848, 18.883789, 353.422600, 171.293481, 1.688435, -9.593224, -32.873135, 7.764936, 0.264678, -0.130316, -0.002208, -0.067302, 0.090675, 0.931166
1460508147874, 31.793121, 1004.437012, 18.966034, 355.286513, 170.690744, 0.865944, -10.535956, -32.217548, 7.683841, 0.605236, 0.140603, -0.156452, 0.074052, 0.144255, 1.176325
1460508147941, 31.793121, 1004.443604, 18.966034, 357.360991, 169.744613, 1.529276, -10.009581, -32.630905, 7.956545, 0.164191, 0.081960, -0.047412, -0.008443, 0.058672, 1.113451
1460508148008, 31.793121, 1004.436768, 18.396908, 357.925040, 169.008455, 1.768071, -9.382500, -33.283241, 8.569811, 0.083726, 0.279935, -0.144490, 0.059484, 0.048004, 0.954073
1460508148067, 31.793121, 1004.441650, 18.396908, 358.348322, 168.252148, 2.511905, -9.017159, -33.545898, 8.491533, 0.198568, 0.082015, -0.065994, 0.050986, 0.038791, 0.960653
1460508148130, 31.701677, 1004.440918, 18.995640, 358.934170, 167.875559, 2.830283, -8.145137, -34.397949, 9.410384, 0.230028, 0.146767, -0.031174, 0.038604, 0.013819, 1.012073
1460508148199, 31.701677, 1004.438232, 18.995640, 359.972681, 167.676691, 3.201244, -7.743584, -34.905098, 10.086254, 0.263931, 0.033146, -0.091650, 0.080364, 0.046550, 1.067880
1460508148256, 31.628523, 1004.441406, 18.442963, 0.675775, 167.421365, 3.269313, -7.396640, -35.769947, 10.513378, 0.053089, -0.024852, 0.025580, 0.038847, -0.001234, 0.999888
1460508148316, 31.628523, 1004.438232, 18.442963, 0.790647, 167.524227, 3.206968, -6.905395, -35.985584, 10.329926, 0.042500, -0.006092, -0.031186, 0.023065, -0.001728, 0.995989
1460508148403, 31.665100, 1004.439209, 18.258739, 0.962934, 167.522492, 3.035324, -7.138927, -36.064777, 10.400846, 0.066754, 0.050003, 0.000056, 0.039575, -0.036285, 1.037905
1460508148479, 31.665100, 1004.429688, 18.258739, 1.164571, 167.593895, 3.245292, -7.330397, -36.569576, 10.580456, -0.361621, 0.046661, 0.022608, 0.037390, -0.038260, 1.084207
1460508148600, 31.683388, 1004.434082, 19.288429, 359.897435, 167.594933, 3.377575, -6.972566, -36.527287, 10.888367, -0.587031, -0.019618, 0.124928, 0.054386, 0.008243, 0.935552
1460508148680, 31.573658, 1004.435791, 18.880501, 356.525360, 168.085437, 3.167742, -6.904256, -35.295193, 10.139954, 0.011291, -0.032506, 0.006698, 0.000971, 0.091887, 0.904846
1460508148752, 31.719967, 1004.444092, 18.933136, 356.653356, 168.106146, 2.950242, -7.209751, -34.291367, 9.326762, 0.276101, 0.078977, -0.084626, 0.024279, 0.040004, 0.991115
1460508148817, 31.719967, 1004.442871, 18.933136, 357.606653, 167.824920, 3.140290, -7.531999, -34.170704, 8.904454, 0.269687, 0.028581, -0.036368, 0.062398, 0.019396, 1.000132
1460508148872, 31.701677, 1004.444580, 19.403568, 358.591519, 167.709530, 3.249254, -7.588161, -34.563042, 9.747894, 0.262051, -0.011431, 0.023802, 0.000243, 0.004364, 1.011342
1460508148945, 31.701677, 1004.443115, 19.403568, 359.502039, 167.841449, 3.159681, -7.439075, -35.125328, 10.516319, 0.142932, 0.016974, 0.014639, 0.021851, -0.007158, 1.010123
1460508149013, 31.646812, 1004.444580, 18.146887, 0.273017, 167.937549, 3.041774, -7.519676, -36.154282, 10.680275, 0.112118, 0.018758, 0.060715, 0.046131, 0.008486, 1.005737
1460508149072, 31.646812, 1004.444092, 18.146887, 0.570389, 167.956565, 3.113661, -7.624550, -36.541080, 10.714889, 0.032081, 0.070356, -0.005894, 0.040061, -0.016291, 0.999401
1460508149142, 31.683388, 1004.444092, 18.817995, 0.771241, 167.940118, 3.271039, -7.359448, -36.781502, 10.691578, 0.009484, 0.076931, 0.003394, 0.039332, -0.019253, 0.998426
1460508149208, 31.683388, 1004.445801, 18.817995, 0.907466, 167.954502, 3.436295, -7.449975, -37.010952, 11.385682, 0.020646, 0.063997, 0.003421, 0.047102, -0.021968, 0.990871
1460508149276, 31.683388, 1004.444580, 19.610823, 1.052444, 167.955253, 3.605539, -7.236136, -37.498894, 11.501110, 0.020936, 0.060380, 0.014141, 0.046859, -0.023943, 0.984292
1460508149348, 31.683388, 1004.435303, 19.610823, 1.247859, 168.023774, 3.723684, -7.308917, -37.868118, 11.703021, 0.060079, 0.087972, -0.024750, 0.043945, -0.024684, 0.976981
1460508149412, 31.701677, 1004.437012, 19.308167, 1.523393, 167.955622, 3.917633, -6.906400, -38.012962, 11.489584, 0.103145, 0.066286, -0.043992, 0.069924, -0.027152, 0.997451
1460508149474, 31.701677, 1004.447021, 19.308167, 1.918267, 167.899519, 3.989287, -6.529627, -38.475536, 11.124054, 0.031835, 0.024458, -0.001677, 0.054386, -0.050354, 0.997695
1460508149541, 31.738255, 1004.449951, 18.242290, 2.127415, 168.018132, 4.027230, -6.452103, -38.714050, 10.704565, -0.010674, 0.028350, 0.017899, 0.058513, -0.049614, 0.977468
1460508149600, 31.738255, 1004.458496, 18.242290, 2.065003, 168.147113, 4.119559, -6.470163, -38.500290, 10.468837, -0.097122, 0.009976, 0.007388, 0.061427, -0.045911, 0.999401
1460508149671, 31.665100, 1004.459229, 19.321325, 1.841585, 168.267707, 4.104369, -6.191715, -38.367870, 10.737210, -0.028329, 0.000645, 0.005240, 0.056813, -0.040975, 0.996964
1460508149819, 31.665100, 1004.465576, 19.321325, 1.764729, 168.396238, 4.032158, -6.441053, -38.408119, 11.407028, -0.034077, -0.007078, 0.009632, 0.053414, -0.040234, 1.057401
1460508149895, 31.719967, 1004.473877, 19.084465, 1.520415, 168.540027, 3.947335, -6.483362, -38.609730, 11.143262, -0.063175, -0.027214, 0.001727, 0.055842, -0.043196, 0.992577
1460508149966, 31.591946, 1004.478271, 19.153549, 1.372103, 168.529563, 3.738478, -6.879270, -38.493454, 10.892745, -0.062276, -0.053188, -0.092157, 0.060698, -0.025424, 0.997207
1460508150029, 31.591946, 1004.473877, 19.153549, 1.142325, 168.488664, 3.542310, -6.924210, -38.839928, 11.192451, -0.072452, -0.002446, -0.004020, 0.005341, -0.034310, 0.996964
1460508150094, 31.701677, 1004.470459, 19.758862, 0.976414, 168.503431, 3.452905, -7.286263, -39.047272, 11.148120, -0.036783, -0.014433, -0.011134, 0.056328, -0.030608, 0.996720
1460508150156, 31.701677, 1004.469727, 19.758862, 0.915250, 168.498294, 3.369465, -7.309021, -38.823959, 11.334464, -0.054123, 0.009270, -0.000853, 0.054628, -0.025918, 0.991602
1460508150223, 31.738255, 1004.468018, 19.910191, 0.752907, 168.458939, 3.388403, -7.190437, -38.662624, 11.445755, -0.041817, -0.024468, -0.009881, 0.047102, -0.023449, 0.999157
1460508150284, 31.738255, 1004.468750, 19.910191, 0.688390, 168.431427, 3.322156, -7.393682, -38.412136, 11.261709, -0.018328, 0.016591, -0.006910, 0.047587, -0.025177, 0.998182
1460508150349, 31.756542, 1004.466064, 18.505470, 0.672235, 168.385132, 3.333505, -7.566908, -38.498772, 11.182481, -0.029990, 0.056604, -0.007896, 0.053657, -0.019500, 0.995502
1460508150411, 31.756542, 1004.473389, 18.505470, 0.577523, 168.323086, 3.540774, -7.495061, -38.462711, 11.388904, -0.064152, 0.076450, -0.005106, 0.060455, -0.017032, 0.992821
1460508150478, 31.646812, 1004.478027, 19.521999, 0.410355, 168.300055, 3.769239, -6.638322, -38.317696, 10.990270, -0.065485, 0.056769, 0.005328, 0.062640, -0.015057, 0.936527
1460508150537, 31.646812, 1004.476318, 19.521999, 0.268682, 168.393833, 3.963441, -6.146637, -38.204918, 10.993407, -0.030971, 0.056463, 0.001052, 0.083763, 0.008728, 0.983561
1460508150598, 31.811409, 1004.478027, 18.656797, 0.188139, 168.493800, 4.142339, -6.241446, -37.720558, 11.007781, -0.019717, 0.066940, 0.007842, 0.054871, -0.013082, 0.990140
1460508150657, 31.811409, 1004.484375, 18.656797, 0.142554, 168.571719, 4.340194, -6.236557, -37.910015, 10.668370, -0.015610, 0.037113, 0.005458, 0.075751, -0.007652, 0.999401
1460508150724, 31.719967, 1004.488281, 19.554897, 0.146438, 168.659869, 4.380932, -5.725614, -37.978439, 10.056776, 0.003729, -0.039515, 0.000264, 0.070167, -0.009873, 0.995014
1460508150787, 31.719967, 1004.485107, 19.554897, 0.188899, 168.796418, 4.275872, -5.573425, -37.967873, 10.239087, 0.000031, -0.015854, -0.003879, 0.074295, -0.011108, 0.992821
1460508150857, 31.738255, 1004.486328, 19.107492, 0.228553, 168.941382, 4.191454, -5.590729, -37.828121, 10.890169, 0.003578, -0.015271, 0.002133, 0.069924, -0.009627, 0.997207
